Stock,Group,Region,Metric,Category,Use,Threshold Value High,Threshold Value Low,Reverse,Mean,Stdev,Max,Min,Value,Quality,Order1,Order2,Rank0,Flag,Rank
Pollock,Roundfish,GOA,Total_Mortality,Ecosystem,No,,,,0.26672595,0.308989632,1.900738634,0.036,0.45,3,55,32,0.222015028,,0.842
Pollock,Roundfish,GOA,Habitat Dependence Index,Ecosystem,Yes,,,No,1.357142857,0.772918235,3,1,3,3,24,4,1,,0.836
Pollock,Roundfish,GOA,Biomass,Ecosystem,No,,,,234537.875,518883.9756,3540000,5352,251012,3,49,56,0.069500556,,0.836
Pollock,Roundfish,GOA,Constituent Demand,Socioeconomic,Yes,,,No,2.73,1.607412676,5,0,5,4,32,1,1,,0.816
Pollock,Roundfish,GOA,B_MSY,Ecosystem,No,,,,180606.4286,370829.139,1984200,7198,262344,3,50,43,0.129057027,,0.814
Pollock,Roundfish,GOA,Lat_Max,Ecosystem,No,,,,65.91935484,5.19867066,79,60,68,3,64,25,0.421052632,,0.786
Pollock,Roundfish,GOA,Fishing_Rate_Relative_Natural_Mortality,Socioeconomic,No,,,,0.313625445,0.288537257,1.15,0,0.5,3,57,23,0.434782609,,0.754
Pollock,Roundfish,GOA,Common/Max Length,Ecosystem,No,,,,99.04484151,126.2037305,700,20,105,3,61,44,0.125,,0.73
Pollock,Roundfish,GOA,Reproductive Strategy,Ecosystem,Yes,,,No,1.875,0.254950976,2.3,1.6,2.1,3,20,11,0.714285714,,0.714
Pollock,Roundfish,GOA,Spawning Duration,Ecosystem,Yes,,,Yes,5.6,3.190026832,12,2,4,3,18,10,0.8,,0.695
Pollock,Roundfish,GOA,Ecosystem Value Top-Down,Ecosystem,Yes,,,No,2.313559322,1.312730456,5,0,3,3,30,14,0.6,,0.689
Pollock,Roundfish,GOA,Length 50% Maturity,Ecosystem,Yes,,,No,45.52172727,27.98778625,130,13.5,41,3,8,31,0.236051502,,0.629
Pollock,Roundfish,GOA,Non-Catch Value,Socioeconomic,Yes,,,No,1.967391304,1.419711136,5,0,3,3,33,15,0.6,,0.555
Pollock,Roundfish,GOA,Transformation Size,Ecosystem,No,,,,31.97857143,17.35764866,67.5,13.4,32.5,3,41,26,0.353049908,,0.538
Pollock,Roundfish,GOA,Feeding Larvae Size,Ecosystem,No,,,,18.73,10.43828462,41.5,8,15,3,39,34,0.208955224,,0.5
Pollock,Roundfish,GOA,Subsistence Fishery Importance,Socioeconomic,No,,,No,0.987179487,1.216591331,4,0,1,1,48,30,0.25,,0.5
Pollock,Roundfish,GOA,Long_Max,Ecosystem,No,,,,128.5294118,21.19496123,180,109,120,3,66,40,0.154929577,,0.484
Pollock,Roundfish,GOA,OA Sensitivity,Ecosystem,Yes,,,No,1.869354839,0.537019312,2.8,1,2,2,26,17,0.555555556,,0.475
Pollock,Roundfish,GOA,Lat_Min,Ecosystem,No,,,,32.90322581,6.657202872,54,17,34,3,63,22,0.459459459,,0.475
Pollock,Roundfish,GOA,Egg Diameter,Ecosystem,No,,,,1.677419355,0.831961408,4,0.8,1.485,3,37,33,0.2140625,,0.466
Pollock,Roundfish,GOA,Latitude Range,Ecosystem,Yes,,,Yes,33.01612903,7.614679386,53,12,34,3,11,21,0.463414634,,0.46
Pollock,Roundfish,GOA,Population Growth Rate,Ecosystem,Yes,,,No,2.675,0.511998884,3.7,2.3,2.4,3,10,55,0.071428571,,0.428
Pollock,Roundfish,GOA,Habitat Specificity,Ecosystem,Yes,,,No,1.477419355,0.432082018,2.6,1,1.3,3,23,35,0.1875,,0.409
Pollock,Roundfish,GOA,Subsistence Index,Socioeconomic,No,,,No,1364.684925,2526.52813,10711.22072,5.599,87.9352,1,46,62,0.007690931,,0.388
Pollock,Roundfish,GOA,Max Weight,Ecosystem,No,,,,14.22736364,21.61082247,91,0.052,3.9,3,62,57,0.042309891,,0.325
Pollock,Roundfish,GOA,Mean Trophic Level,Ecosystem,Yes,,,No,3.760483871,0.362723882,4.4,3.2,3.6,3,28,28,0.333333333,,0.295
Pollock,Roundfish,GOA,Spawning Cycle,Ecosystem,Yes,,,No,2.75,0.507092553,3.8,2.2,2.5,3,17,36,0.1875,,0.285
Pollock,Roundfish,GOA,Usual_Depth_Max,Ecosystem,No,,,,476.9354839,427.9366764,2000,100,300,3,68,50,0.105263158,,0.245
Pollock,Roundfish,GOA,Prey Specificity,Ecosystem,Yes,,,No,1.561290323,0.504197086,2.8,1,1.2,3,25,48,0.111111111,,0.196
Pollock,Roundfish,GOA,Spawning Aggregation,Ecosystem,No,,,No,2.695652174,0.702901946,3,1,3,3,36,2,1,,0.181
Pollock,Roundfish,GOA,Age 50% Maturity,Ecosystem,Yes,,,No,10.14553191,6.575004648,36,3.6,4.9,3,5,58,0.040123457,,0.173
Pollock,Roundfish,GOA,Long_Min,Ecosystem,No,,,,134.75,34.67917475,180,45,129,3,65,13,0.622222222,,0.161
Pollock,Roundfish,GOA,Doubling_Time,Ecosystem,No,,,,9.738793103,3.639862672,14,2.9,9.25,3,59,16,0.572072072,,0.157
Pollock,Roundfish,GOA,Hatch Size,Ecosystem,No,,,,4.662,1.938848389,11.5,2,3.5,3,38,39,0.157894737,,0.153
Pollock,Roundfish,GOA,Mean Age,Ecosystem,Yes,,,No,12.71687016,7.367200393,31,2,4.9,3,6,51,0.1,,0.147
Pollock,Roundfish,GOA,Dispersal ELH,Ecosystem,Yes,,,No,1.614516129,0.721302732,3.6,1,1.1,3,19,59,0.038461538,,0.147
Pollock,Roundfish,GOA,Temperature Sensitivity,Ecosystem,Yes,,,No,1.84375,0.551256681,3.2,1.55,1.6,3,13,61,0.03030303,,0.142
Pollock,Roundfish,GOA,ELH Survival Settlement,Ecosystem,Yes,,,No,2.4375,0.232609421,2.7,2,2.3,1,21,24,0.428571429,,0.142
Pollock,Roundfish,GOA,Best_Age,Ecosystem,No,,,,13.37765449,7.086950602,28,3,4.9,3,60,54,0.076,,0.087
Pollock,Roundfish,GOA,Adult Mobility,Ecosystem,Yes,,,No,1.651612903,0.538894416,2.6,1,1.2,3,22,45,0.125,,0.049
Pollock,Roundfish,GOA,Other Stressors,Ecosystem,Yes,,,No,1.291935484,0.275382528,2.2,1,1.1,3,27,52,0.083333333,,0.032
Pollock,Roundfish,GOA,Feeding Larvae Duration,Ecosystem,No,,,,115.530303,47.80264431,182,30,35,3,40,60,0.032894737,,0.031
Pollock,Roundfish,GOA,Habitat Vulnerability Index,Ecosystem,No,,,No,0.693877551,0.683254517,2,0,0,3,42,63,0,,0
Pollock,Roundfish,GOA,Recreational Fishery Importance,Socioeconomic,No,,,No,0.239795918,0.530229863,2.25,0,0,1,47,66,0,,0
Pollock,Roundfish,GOA,Generation Time,Ecosystem,No,,,,20.33942857,13.18511013,56,8,8,3,58,64,0,,0
Pollock,Roundfish,GOA,Usual_Depth_Min,Ecosystem,No,,,,70.72580645,96.76677545,400,0,0,3,67,67,0,,0
Pacific Cod GOA,Roundfish,GOA,Commercial Value,Socioeconomic,No,1773862.26,339838.64,No,13744471.18,50904942.78,367726626,0,45634267,3,44,40,0.124098349,1,0.1241
Pacific Cod GOA,Roundfish,GOA,Fecundity,Ecosystem,Yes,1000,100000,Yes,571096.8333,910959.2328,3700000,4.5,3000000,2,15,32,0.189189419,,0.18919
Pacific Cod GOA,Roundfish,GOA,Maximum Length,Ecosystem,Yes,155,55,No,97.91666667,58.28052897,195,16,147,4,9,10,0.731843575,,0.73184
Pacific Cod GOA,Roundfish,GOA,Depth Range,Ecosystem,Yes,100,,Yes,406.2096774,393.8530614,2000,75,300,3,12,7,0.883116883,,0.88312
Pacific Cod GOA,Roundfish,GOA,Maximum Age,Ecosystem,Yes,25,10,No,44.24074074,38.06941782,157,2,14,3,7,45,0.077419355,,0.07742
Pacific Cod GOA,Roundfish,GOA,Age at 1st Maturity,Ecosystem,Yes,5,2,No,6.517241379,4.789278872,19,1,2,3,4,52,0.055555556,,0.05556
Pacific Cod GOA,Roundfish,GOA,Breeding Strategy Index,Ecosystem,Yes,4,0,No,2.35483871,2.158450979,8,0,0,2,16,60,0,,0
Pacific Cod GOA,Roundfish,GOA,Geographic Concentration,Ecosystem,Yes,3,1,No,1.778846154,0.812967582,3,1,1,3,14,59,0,,0
Pacific Cod GOA,Roundfish,GOA,Relative Fishing Mortality,Socioeconomic,No,0.9,0.25,No,0.319417968,0.228228829,0.900738634,0,0.554317546,4,43,14,0.61540332,,0.6154
Pacific Cod GOA,Roundfish,GOA,Recruitment Variability,Ecosystem,Yes,0.9,0.3,No,0.626755339,0.257351262,1.05,0.332979127,0.41,4,1,41,0.107417895,,0.10742
Pacific Cod GOA,Roundfish,GOA,Commercial Importance,Socioeconomic,Yes,0.729513501,0.645556499,No,0.603585556,0.270171516,1,0,0.894199832,3,31,6,0.894199832,1,0.8942
Pacific Cod GOA,Roundfish,GOA,Relative Stock Abundance,Ecosystem,No,0.5,1.2,Yes,1.745167825,0.628635436,3.262385004,0.520664332,1.781318102,3,34,17,0.540196132,,0.5402
Pacific Cod GOA,Roundfish,GOA,Natural Mortality,Ecosystem,Yes,0.5,0.2,No,0.196413793,0.195789274,1,0.03,0.38,2,2,24,0.360824742,,0.36082
Pacific Cod GOA,Roundfish,GOA,Growth Rate,Ecosystem,Yes,0.1,0.25,Yes,0.174834341,0.109642666,0.445,0.022,0.171981,3,3,13,0.645434988,,0.64543
Pacific Cod GOA,Roundfish,GOA,Ecosystem Value Top-Down,Ecosystem,Yes,,,No,2.313559322,1.312730456,5,0,5,3,30,1,1,,1
Pacific Cod GOA,Roundfish,GOA,Constituent Demand,Socioeconomic,Yes,,,No,2.73,1.607412676,5,0,5,4,32,2,1,,1
Pacific Cod GOA,Roundfish,GOA,Spawning Aggregation,Ecosystem,No,,,No,2.695652174,0.702901946,3,1,3,2,36,3,1,,1
Pacific Cod GOA,Roundfish,GOA,Recreational Index,Socioeconomic,No,,,No,26021.22222,41188.18114,122501,7,122501,2,45,4,1,,1
Pacific Cod GOA,Roundfish,GOA,Lat_Max,Ecosystem,No,,,,65.91935484,5.19867066,79,60,79,3,64,5,1,,1
Pacific Cod GOA,Roundfish,GOA,Mean Trophic Level,Ecosystem,Yes,,,No,3.760483871,0.362723882,4.4,3.2,4.2,3,28,8,0.833333333,,0.83333
Pacific Cod GOA,Roundfish,GOA,Spawning Duration,Ecosystem,Yes,,,Yes,5.6,3.190026832,12,2,4,3,18,9,0.8,,0.8
Pacific Cod GOA,Roundfish,GOA,ELH Survival Settlement,Ecosystem,Yes,,,No,2.4375,0.232609421,2.7,2,2.5,2,21,11,0.714285714,,0.71429
Pacific Cod GOA,Roundfish,GOA,Long_Max,Ecosystem,No,,,,128.5294118,21.19496123,180,109,156,3,66,12,0.661971831,,0.66197
Pacific Cod GOA,Roundfish,GOA,OA Sensitivity,Ecosystem,Yes,,,No,1.869354839,0.537019312,2.8,1,2.1,3,26,15,0.611111111,,0.61111
Pacific Cod GOA,Roundfish,GOA,Non-Catch Value,Socioeconomic,Yes,,,No,1.967391304,1.419711136,5,0,3,3,33,16,0.6,,0.6
Pacific Cod GOA,Roundfish,GOA,Ecosystem Value Bottom-Up,Ecosystem,Yes,,,No,2.449152542,1.425430713,5,1,3,3,29,18,0.5,,0.5
Pacific Cod GOA,Roundfish,GOA,Fishing_Rate_Relative_Natural_Mortality,Socioeconomic,No,,,,0.313625445,0.288537257,1.15,0,0.554317546,3,57,19,0.482015257,,0.48202
Pacific Cod GOA,Roundfish,GOA,Lat_Min,Ecosystem,No,,,,32.90322581,6.657202872,54,17,34,3,63,20,0.459459459,,0.45946
Pacific Cod GOA,Roundfish,GOA,Length 50% Maturity,Ecosystem,Yes,,,No,45.52172727,27.98778625,130,13.5,65,4,8,21,0.442060086,,0.44206
Pacific Cod GOA,Roundfish,GOA,Spawning Cycle,Ecosystem,Yes,,,No,2.75,0.507092553,3.8,2.2,2.9,3,17,22,0.4375,,0.4375
Pacific Cod GOA,Roundfish,GOA,Subsistence Index,Socioeconomic,No,,,No,1364.684925,2526.52813,10711.22072,5.599,4425.457,2,46,23,0.41285393,,0.41285
Pacific Cod GOA,Roundfish,GOA,Transformation Size,Ecosystem,No,,,,31.97857143,17.35764866,67.5,13.4,30,2,41,25,0.306839187,,0.30684
Pacific Cod GOA,Roundfish,GOA,Total_Mortality,Ecosystem,No,,,,0.26672595,0.308989632,1.900738634,0.036,0.590640668,4,55,26,0.297436144,,0.29744
Pacific Cod GOA,Roundfish,GOA,Max Weight,Ecosystem,No,,,,14.22736364,21.61082247,91,0.052,22.7,4,62,27,0.249021419,,0.24902
Pacific Cod GOA,Roundfish,GOA,Fishing_Mortality (Z-M),Socioeconomic,No,,,,0.069519053,0.134024088,0.900738634,0,0.210640668,4,56,28,0.233853262,,0.23385
Pacific Cod GOA,Roundfish,GOA,Feeding Larvae Size,Ecosystem,No,,,,18.73,10.43828462,41.5,8,15,3,39,29,0.208955224,,0.20896
Pacific Cod GOA,Roundfish,GOA,Feeding Larvae Duration,Ecosystem,No,,,,115.530303,47.80264431,182,30,60,3,40,30,0.197368421,,0.19737
Pacific Cod GOA,Roundfish,GOA,Latitude Range,Ecosystem,Yes,,,Yes,33.01612903,7.614679386,53,12,45,3,11,31,0.195121951,,0.19512
Pacific Cod GOA,Roundfish,GOA,Adult Mobility,Ecosystem,Yes,,,No,1.651612903,0.538894416,2.6,1,1.3,2,22,33,0.1875,,0.1875
Pacific Cod GOA,Roundfish,GOA,Habitat Specificity,Ecosystem,Yes,,,No,1.477419355,0.432082018,2.6,1,1.3,3,23,34,0.1875,,0.1875
Pacific Cod GOA,Roundfish,GOA,Common/Max Length,Ecosystem,No,,,,99.04484151,126.2037305,700,20,147,4,61,35,0.186764706,,0.18676
Pacific Cod GOA,Roundfish,GOA,Hatch Size,Ecosystem,No,,,,4.662,1.938848389,11.5,2,3.5,3,38,36,0.157894737,,0.15789
Pacific Cod GOA,Roundfish,GOA,Mean Age,Ecosystem,Yes,,,No,12.71687016,7.367200393,31,2,6.349750496,3,6,37,0.149991396,,0.14999
Pacific Cod GOA,Roundfish,GOA,Reproductive Strategy,Ecosystem,Yes,,,No,1.875,0.254950976,2.3,1.6,1.7,2,20,38,0.142857143,,0.14286
Pacific Cod GOA,Roundfish,GOA,Best_Age,Ecosystem,No,,,,13.37765449,7.086950602,28,3,6.349750496,3,60,39,0.13399002,,0.13399
Pacific Cod GOA,Roundfish,GOA,Usual_Depth_Max,Ecosystem,No,,,,476.9354839,427.9366764,2000,100,300,3,68,42,0.105263158,,0.10526
Pacific Cod GOA,Roundfish,GOA,Temperature Sensitivity,Ecosystem,Yes,,,No,1.84375,0.551256681,3.2,1.55,1.7,3,13,43,0.090909091,,0.09091
Pacific Cod GOA,Roundfish,GOA,Other Stressors,Ecosystem,Yes,,,No,1.291935484,0.275382528,2.2,1,1.1,3,27,44,0.083333333,,0.08333
Pacific Cod GOA,Roundfish,GOA,Dispersal ELH,Ecosystem,Yes,,,No,1.614516129,0.721302732,3.6,1,1.2,3,19,46,0.076923077,,0.07692
Pacific Cod GOA,Roundfish,GOA,Egg Diameter,Ecosystem,No,,,,1.677419355,0.831961408,4,0.8,1.03,3,37,47,0.071875,,0.07188
Pacific Cod GOA,Roundfish,GOA,ABC,Ecosystem,No,,,,73621.35417,239652.9225,1637000,453,102850,4,53,48,0.062568933,,0.06257
Pacific Cod GOA,Roundfish,GOA,TAC,Socioeconomic,No,,,,52831.9375,191727.0498,1310000,100,75202,4,54,49,0.057334148,,0.05733
Pacific Cod GOA,Roundfish,GOA,Biomass,Ecosystem,No,,,,234537.875,518883.9756,3540000,5352,202714,3,49,50,0.055836394,,0.05584
Pacific Cod GOA,Roundfish,GOA,Prey Specificity,Ecosystem,Yes,,,No,1.561290323,0.504197086,2.8,1,1.1,3,25,51,0.055555556,,0.05556
Pacific Cod GOA,Roundfish,GOA,B_MSY,Ecosystem,No,,,,180606.4286,370829.139,1984200,7198,113800,3,50,53,0.053921038,,0.05392
Pacific Cod GOA,Roundfish,GOA,Age 50% Maturity,Ecosystem,Yes,,,No,10.14553191,6.575004648,36,3.6,5,3,5,54,0.043209877,,0.04321
Pacific Cod GOA,Roundfish,GOA,OFL,Ecosystem,No,,,,115596.06,470480.8576,3330000,560,140300,4,52,55,0.041971022,,0.04197
Pacific Cod GOA,Roundfish,GOA,Catch,Socioeconomic,No,,,,40910.29243,182269.7611,1321581,0,55260,4,51,56,0.041813555,,0.04181
Pacific Cod GOA,Roundfish,GOA,Generation Time,Ecosystem,No,,,,20.33942857,13.18511013,56,8,8.03,3,58,57,0.000625,,0.00063
Pacific Cod GOA,Roundfish,GOA,Population Growth Rate,Ecosystem,Yes,,,No,2.675,0.511998884,3.7,2.3,2.3,3,10,58,0,,0
Pacific Cod GOA,Roundfish,GOA,Habitat Dependence Index,Ecosystem,Yes,,,No,1.357142857,0.772918235,3,1,1,3,24,61,0,,0
Pacific Cod GOA,Roundfish,GOA,Stock Size over Status,Ecosystem,No,,,No,1.25,0.585314097,3,1,1,3,35,62,0,,0
Pacific Cod GOA,Roundfish,GOA,Habitat Vulnerability Index,Ecosystem,No,,,No,0.693877551,0.683254517,2,0,0,3,42,63,0,,0
Pacific Cod GOA,Roundfish,GOA,Recreational Fishery Importance,Socioeconomic,No,,,No,0.239795918,0.530229863,2.25,0,0,2,47,64,0,,0
Pacific Cod GOA,Roundfish,GOA,Subsistence Fishery Importance,Socioeconomic,No,,,No,0.987179487,1.216591331,4,0,0,2,48,65,0,,0
Pacific Cod GOA,Roundfish,GOA,Doubling_Time,Ecosystem,No,,,,9.738793103,3.639862672,14,2.9,2.9,3,59,66,0,,0
Pacific Cod GOA,Roundfish,GOA,Long_Min,Ecosystem,No,,,,134.75,34.67917475,180,45,45,3,65,67,0,,0
Pacific Cod GOA,Roundfish,GOA,Usual_Depth_Min,Ecosystem,No,,,,70.72580645,96.76677545,400,0,0,3,67,68,0,,0
Pacific Cod EBS,Roundfish,EBS,Commercial Value,Socioeconomic,No,1773862.26,339838.64,No,13744471.18,50904942.78,367726626,0,134705148,4,44,3,0.366318723,1,0.983
Pacific Cod EBS,Roundfish,EBS,Fecundity,Ecosystem,Yes,1000,100000,Yes,571096.8333,910959.2328,3700000,4.5,3700000,3,15,56,0,,0.023
Pacific Cod EBS,Roundfish,EBS,Maximum Length,Ecosystem,Yes,155,55,No,97.91666667,58.28052897,195,16,195,4,9,10,1,1,0.966
Pacific Cod EBS,Roundfish,EBS,Depth Range,Ecosystem,Yes,100,,Yes,406.2096774,393.8530614,2000,75,300,3,12,29,0.883116883,,0.574
Pacific Cod EBS,Roundfish,EBS,Maximum Age,Ecosystem,Yes,25,10,No,44.24074074,38.06941782,157,2,17,3,7,41,0.096774194,,0.245
Pacific Cod EBS,Roundfish,EBS,Age at 1st Maturity,Ecosystem,Yes,5,2,No,6.517241379,4.789278872,19,1,3,3,4,45,0.111111111,,0.178
Pacific Cod EBS,Roundfish,EBS,Breeding Strategy Index,Ecosystem,Yes,4,0,No,2.35483871,2.158450979,8,0,0,3,16,59,0,,0
Pacific Cod EBS,Roundfish,EBS,Geographic Concentration,Ecosystem,Yes,3,1,No,1.778846154,0.812967582,3,1,1,3,14,58,0,,0
Pacific Cod EBS,Roundfish,EBS,Relative Fishing Mortality,Socioeconomic,No,0.9,0.25,No,0.319417968,0.228228829,0.900738634,0,0.672921965,4,43,12,0.747077942,,0.929
Pacific Cod EBS,Roundfish,EBS,Recruitment Variability,Ecosystem,Yes,0.9,0.3,No,0.626755339,0.257351262,1.05,0.332979127,0.7,4,1,26,0.511869161,,0.703
Pacific Cod EBS,Roundfish,EBS,Commercial Importance,Socioeconomic,Yes,0.729513501,0.645556499,No,0.603585556,0.270171516,1,0,0.949081828,4,31,2,0.949081828,1,0.983
Pacific Cod EBS,Roundfish,EBS,Natural Mortality,Ecosystem,Yes,0.5,0.2,No,0.196413793,0.195789274,1,0.03,0.34,2,2,18,0.319587629,,0.877
Pacific Cod EBS,Roundfish,EBS,Relative Stock Abundance,Ecosystem,No,0.5,1.2,Yes,1.745167825,0.628635436,3.262385004,0.520664332,1.42401773,3,34,39,0.670515889,,0.296
Pacific Cod EBS,Roundfish,EBS,Growth Rate,Ecosystem,Yes,0.1,0.25,Yes,0.174834341,0.109642666,0.445,0.022,0.24,3,3,47,0.48463357,,0.163
Pacific Cod EBS,Roundfish,EBS,Feeding Larvae Size,Ecosystem,No,,,,18.73,10.43828462,41.5,8,NA,2,39,68,NA,,NA
Pacific Cod EBS,Roundfish,EBS,Transformation Size,Ecosystem,No,,,,31.97857143,17.35764866,67.5,13.4,NA,2,41,67,NA,,NA
Pacific Cod EBS,Roundfish,EBS,Fishing_Rate_Relative_Natural_Mortality,Socioeconomic,No,,,,0.313625445,0.288537257,1.15,0,1.15,3,57,1,1,,1
Pacific Cod EBS,Roundfish,EBS,Fishing_Mortality (Z-M),Socioeconomic,No,,,,0.069519053,0.134024088,0.900738634,0,0.391,4,56,4,0.434088186,,0.982
Pacific Cod EBS,Roundfish,EBS,Catch,Socioeconomic,No,,,,40910.29243,182269.7611,1321581,0,224804,4,51,5,0.170102324,,0.981
Pacific Cod EBS,Roundfish,EBS,OFL,Ecosystem,No,,,,115596.06,470480.8576,3330000,560,346000,4,52,6,0.103753184,,0.979
Pacific Cod EBS,Roundfish,EBS,ABC,Ecosystem,No,,,,73621.35417,239652.9225,1637000,453,255000,4,53,7,0.155539071,,0.978
Pacific Cod EBS,Roundfish,EBS,TAC,Socioeconomic,No,,,,52831.9375,191727.0498,1310000,100,240000,4,54,8,0.183143751,,0.978
Pacific Cod EBS,Roundfish,EBS,Non-Catch Value,Socioeconomic,Yes,,,No,1.967391304,1.419711136,5,0,5,4,33,9,1,,0.977
Pacific Cod EBS,Roundfish,EBS,Total_Mortality,Ecosystem,No,,,,0.26672595,0.308989632,1.900738634,0.036,0.731,4,55,11,0.372706388,,0.947
Pacific Cod EBS,Roundfish,EBS,Lat_Max,Ecosystem,No,,,,65.91935484,5.19867066,79,60,79,3,64,13,1,,0.918
Pacific Cod EBS,Roundfish,EBS,Spawning Duration,Ecosystem,Yes,,,Yes,5.6,3.190026832,12,2,3,3,18,14,0.9,,0.916
Pacific Cod EBS,Roundfish,EBS,Habitat Vulnerability Index,Ecosystem,No,,,No,0.693877551,0.683254517,2,0,2,3,42,15,1,,0.895
Pacific Cod EBS,Roundfish,EBS,B_MSY,Ecosystem,No,,,,180606.4286,370829.139,1984200,7198,282000,3,50,16,0.138999354,,0.888
Pacific Cod EBS,Roundfish,EBS,Ecosystem Value Top-Down,Ecosystem,Yes,,,No,2.313559322,1.312730456,5,0,5,1,30,17,1,,0.879
Pacific Cod EBS,Roundfish,EBS,Biomass,Ecosystem,No,,,,234537.875,518883.9756,3540000,5352,401573,3,49,19,0.112096311,,0.854
Pacific Cod EBS,Roundfish,EBS,Long_Max,Ecosystem,No,,,,128.5294118,21.19496123,180,109,156,3,66,20,0.661971831,,0.848
Pacific Cod EBS,Roundfish,EBS,Length 50% Maturity,Ecosystem,Yes,,,No,45.52172727,27.98778625,130,13.5,63.5,4,8,21,0.429184549,,0.833
Pacific Cod EBS,Roundfish,EBS,Constituent Demand,Socioeconomic,Yes,,,No,2.73,1.607412676,5,0,5,4,32,22,1,,0.816
Pacific Cod EBS,Roundfish,EBS,Max Weight,Ecosystem,No,,,,14.22736364,21.61082247,91,0.052,22.7,4,62,23,0.249021419,,0.79
Pacific Cod EBS,Roundfish,EBS,Mean Trophic Level,Ecosystem,Yes,,,No,3.760483871,0.362723882,4.4,3.2,4.2,1,28,24,0.833333333,,0.77
Pacific Cod EBS,Roundfish,EBS,Subsistence Index,Socioeconomic,No,,,No,1364.684925,2526.52813,10711.22072,5.599,1590.064833,2,46,25,0.148003159,,0.722
Pacific Cod EBS,Roundfish,EBS,Common/Max Length,Ecosystem,No,,,,99.04484151,126.2037305,700,20,92.5,4,61,27,0.106617647,,0.692
Pacific Cod EBS,Roundfish,EBS,Ecosystem Value Bottom-Up,Ecosystem,Yes,,,No,2.449152542,1.425430713,5,1,3,1,29,28,0.5,,0.655
